#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
OV|DUNO||HNN|10.0791|-85.493698|174.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-17T00:00:00.0000|
OV|DUNO||HNZ|10.0791|-85.493698|174.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-17T00:00:00.0000|
OV|DUNO||LCE|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2010-06-17T00:00:00.0000|
OV|DUNO||LCQ|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2010-06-17T00:00:00.0000|
OV|DUNO||LHE|10.0791|-85.493698|174.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-17T00:00:00.0000|
OV|DUNO||LHN|10.0791|-85.493698|174.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-17T00:00:00.0000|
OV|DUNO||LHZ|10.0791|-85.493698|174.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-17T00:00:00.0000|
OV|DUNO||VCO|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VEA|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VEC|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VEP|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VKI|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VMU|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VMV|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VMW|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-17T00:00:00.0000|
OV|DUNO||VPB|10.0791|-85.493698|174.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2010-06-17T00:00:00.0000|
OV|EPA||EHZ|9.9863|-84.595001|310.0|0.0|0.0|-90.0|Ranger SS1/Dummy Datalogger used in ignorance|1.66532E7|10.0|M/S|100.0|1984-04-01T00:00:00.0000|
OV|GRZA||HHE|9.9155|-85.635597|39.0|0.0|90.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.27E9|0.3|M/S|100.0|2012-10-11T00:00:00.0000|
OV|GRZA||HHN|9.9155|-85.635597|39.0|0.0|0.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.28846E9|0.3|M/S|100.0|2012-10-11T00:00:00.0000|
OV|GRZA||HHZ|9.9155|-85.635597|39.0|0.0|0.0|-90.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.26873E9|0.3|M/S|100.0|2012-10-11T00:00:00.0000|
OV|GRZA||LOG|9.9155|-85.635597|39.0|0.0|0.0|0.0|Reftek 130 Datalogger||||0.0|2012-10-11T00:00:00.0000|
OV|HATI||ENE|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2018-01-30T00:00:00.0000|
OV|HATI||ENN|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2018-01-30T00:00:00.0000|
OV|HATI||ENZ|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2018-01-30T00:00:00.0000|
OV|HATI||HHE|10.2986|-85.699997|56.0|0.0|90.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.28083E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2015-10-20T23:19:59.0000
OV|HATI||HHE|10.2986|-85.699997|56.0|0.0|0.0|-90.0|CMG-3ESP, 120 s, 1500 V/m/s-RT130, gain 1, 100 sps|9.43437E8|0.05|M/S|100.0|2015-10-20T23:20:00.0000|
OV|HATI||HHN|10.2986|-85.699997|56.0|0.0|0.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.27319E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2015-10-20T23:19:59.0000
OV|HATI||HHN|10.2986|-85.699997|56.0|0.0|0.0|-90.0|CMG-3ESP, 120 s, 1500 V/m/s-RT130, gain 1, 100 sps|9.43437E8|0.05|M/S|100.0|2015-10-20T23:20:00.0000|
OV|HATI||HHZ|10.2986|-85.699997|56.0|0.0|0.0|-90.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.29228E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2015-10-20T23:19:59.0000
OV|HATI||HHZ|10.2986|-85.699997|56.0|0.0|0.0|-90.0|CMG-3ESP, 120 s, 1500 V/m/s-RT130, gain 1, 100 sps|9.43437E8|0.05|M/S|100.0|2015-10-20T23:20:00.0000|
OV|HATI||HNE|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2015-10-20T23:20:00.0000|2018-01-29T23:00:00.0000
OV|HATI||HNN|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2015-10-20T23:20:00.0000|2018-01-29T23:00:00.0000
OV|HATI||HNZ|10.2986|-85.699997|56.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2015-10-20T23:20:00.0000|2018-01-29T23:00:00.0000
OV|HATI||LOG|10.2986|-85.699997|56.0|0.0|0.0|0.0|Reftek 130 Datalogger||||0.0|2000-01-01T00:00:00.0000|2015-10-20T23:19:59.0000
OV|HAYA||HHE|9.9801|-83.842796|3245.0|0.0|90.0|0.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2015-09-02T16:00:00.0000|
OV|HAYA||HHN|9.9801|-83.842796|3245.0|0.0|0.0|0.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2015-09-02T16:00:00.0000|
OV|HAYA||HHZ|9.9801|-83.842796|3245.0|0.0|0.0|-90.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2015-09-02T16:00:00.0000|
OV|HDC3||BHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2006-11-01T00:00:00.0000|2007-04-23T23:59:59.0000
OV|HDC3||BHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||BHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||BHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2014-04-28T18:30:00.0000|
OV|HDC3||BHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2006-11-01T00:00:00.0000|2007-04-23T23:59:59.0000
OV|HDC3||BHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||BHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||BHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2014-04-28T18:30:00.0000|
OV|HDC3||BHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2006-11-01T00:00:00.0000|2007-04-23T23:59:59.0000
OV|HDC3||BHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||BHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||BHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50877E9|0.2|M/S|20.0|2014-04-28T18:30:00.0000|
OV|HDC3||HHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||HHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||HHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2014-04-28T18:30:00.0000|
OV|HDC3||HHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||HHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||HHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2014-04-28T18:30:00.0000|
OV|HDC3||HHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2008-10-20T00:00:00.0000|2014-04-22T17:20:59.0000
OV|HDC3||HHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2014-04-22T17:30:00.0000|2014-04-28T18:20:00.0000
OV|HDC3||HHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.51042E9|0.4|M/S|100.0|2014-04-28T18:30:00.0000|
OV|HDC3||HNE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2014-04-28T18:30:00.0000|
OV|HDC3||HNN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2014-04-28T18:30:00.0000|
OV|HDC3||HNZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2014-04-28T18:30:00.0000|
OV|HDC3||LCE|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2006-11-01T00:00:00.0000|
OV|HDC3||LCQ|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2006-11-01T00:00:00.0000|
OV|HDC3||LHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2006-11-01T00:00:00.0000|2008-10-20T00:00:00.0000
OV|HDC3||LHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2008-10-20T00:00:00.0000|2014-04-22T17:30:00.0000
OV|HDC3||LHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2014-04-22T17:30:00.0000|2014-04-28T18:30:00.0000
OV|HDC3||LHE|10.0021|-84.111397|1175.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2014-04-28T18:30:00.0000|
OV|HDC3||LHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2006-11-01T00:00:00.0000|2008-10-20T00:00:00.0000
OV|HDC3||LHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2008-10-20T00:00:00.0000|2014-04-22T17:30:00.0000
OV|HDC3||LHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2014-04-22T17:30:00.0000|2014-04-28T18:30:00.0000
OV|HDC3||LHN|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2014-04-28T18:30:00.0000|
OV|HDC3||LHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2006-11-01T00:00:00.0000|2008-10-20T00:00:00.0000
OV|HDC3||LHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2008-10-20T00:00:00.0000|2014-04-22T17:30:00.0000
OV|HDC3||LHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2014-04-22T17:30:00.0000|2014-04-28T18:30:00.0000
OV|HDC3||LHZ|10.0021|-84.111397|1175.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330HR Linear Phase|2.50081E9|0.03|M/S|1.0|2014-04-28T18:30:00.0000|
OV|HDC3||LOG|10.001|-84.066002|1220.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-11-01T00:00:00.0000|
OV|HDC3||VCO|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VEA|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VEC|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VEP|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VKI|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VMU|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VMV|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VMW|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2014-04-28T18:30:00.0000|
OV|HDC3||VPB|10.0021|-84.111397|1175.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2014-04-28T18:30:00.0000|
OV|HRIU||EHE|10.5158|-85.750099|306.0|0.0|90.0|0.0|L-22D, 2 Hz, 6.65 V/m/s, Rc=510 Ohms, Rs=2082 Ohms|48811.3|0.05|M/S|100.0|2018-01-02T00:00:00.0000|
OV|HRIU||EHN|10.5158|-85.750099|306.0|0.0|0.0|0.0|L-22D, 2 Hz, 6.65 V/m/s, Rc=510 Ohms, Rs=2082 Ohms|48811.3|0.05|M/S|100.0|2018-01-02T00:00:00.0000|
OV|HRIU||EHZ|10.5158|-85.750099|306.0|0.0|0.0|-90.0|L-22D, 2 Hz, 6.65 V/m/s, Rc=510 Ohms, Rs=2082 Ohms|48811.3|0.05|M/S|100.0|2018-01-02T00:00:00.0000|
OV|HRIU||ENE|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147A, DC to >160 Hz, +/-4g clip level, +/-10V fu|5132440.0|0.05|M/S**2|200.0|2018-01-30T00:00:00.0000|
OV|HRIU||ENN|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|200.0|2018-01-30T00:00:00.0000|
OV|HRIU||ENZ|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|200.0|2018-01-30T00:00:00.0000|
OV|HRIU||HHE|10.5158|-85.750099|306.0|0.0|90.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.28083E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||HHN|10.5158|-85.750099|306.0|0.0|0.0|0.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.27319E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||HHZ|10.5158|-85.750099|306.0|0.0|0.0|-90.0|Guralp CMG3ESP_120sec/Reftek 130 Datalogger|1.29228E9|0.3|M/S|100.0|2000-01-01T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||HNE|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2016-09-09T00:00:00.0000|2016-09-20T23:59:59.0000
OV|HRIU||HNE|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147A, DC to >160 Hz, +/-4g clip level, +/-10V fu|5132440.0|0.05|M/S**2|200.0|2016-09-21T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||HNN|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2016-09-09T00:00:00.0000|2016-09-20T23:59:59.0000
OV|HRIU||HNN|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|200.0|2016-09-21T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||HNZ|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2016-09-09T00:00:00.0000|2016-09-20T23:59:59.0000
OV|HRIU||HNZ|10.5158|-85.750099|306.0|0.0|0.0|-90.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|200.0|2016-09-21T00:00:00.0000|2018-01-29T23:59:00.0000
OV|HRIU||LOG|10.5158|-85.750099|309.0|0.0|0.0|0.0|Reftek 130 Datalogger||||0.0|2012-10-09T00:00:00.0000|
OV|HZTE||BHE|10.7137|-85.595398|194.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|HZTE||BHN|10.7137|-85.595398|194.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|HZTE||BHZ|10.7137|-85.595398|194.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|HZTE||HHE|10.7137|-85.595398|194.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|HZTE||HHN|10.7137|-85.595398|194.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|HZTE||HHZ|10.7137|-85.595398|194.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|HZTE||HNE|10.7137|-85.595398|194.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|HZTE||HNN|10.7137|-85.595398|194.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|HZTE||HNZ|10.7137|-85.595398|194.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|HZTE||LCE|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2008-01-01T00:00:00.0000|
OV|HZTE||LCQ|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2008-01-01T00:00:00.0000|
OV|HZTE||LHE|10.7137|-85.595398|194.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|HZTE||LHN|10.7137|-85.595398|194.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|HZTE||LHZ|10.7137|-85.595398|194.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|HZTE||VCO|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VEA|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VEC|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VEP|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VKI|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VMU|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VMV|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VMW|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|HZTE||VPB|10.7137|-85.595398|194.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2008-01-01T00:00:00.0000|
OV|INDI||BHE|9.8665|-85.502197|74.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Reftek 130 Datalogger|9.4132E8|0.3|M/S|50.0|2000-01-01T00:00:00.0000|2012-10-09T23:59:59.0000
OV|INDI||BHN|9.8665|-85.502197|74.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Reftek 130 Datalogger|9.4132E8|0.3|M/S|50.0|2000-01-01T00:00:00.0000|2012-10-09T23:59:59.0000
OV|INDI||BHZ|9.8665|-85.502197|74.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Reftek 130 Datalogger|9.4132E8|0.3|M/S|50.0|2000-01-01T00:00:00.0000|2012-10-09T23:59:59.0000
OV|INDI||ENE|9.8647|-85.502197|74.0|0.0|90.0|0.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2018-01-30T00:00:00.0000|
OV|INDI||ENN|9.8647|-85.502197|74.0|0.0|0.0|0.0|RT147, DC to >150 Hz, +/-4g clip level, +/-10V ful|5132270.0|0.05|M/S**2|100.0|2018-01-30T00:00:00.0000|
